workCode;orcid_id;org_first_name;org_last_name;input_date
106161816;0000-0003-2281-1237;Brigitte;Aulenbacher;2022-01-12
106162180;0000-0003-2281-1237;Brigitte;Aulenbacher;2022-01-12
106157939;0000-0003-2281-1237;Brigitte;Aulenbacher;2022-01-12
106157846;0000-0003-2281-1237;Brigitte;Aulenbacher;2022-01-12
106159946;0000-0003-2281-1237;Brigitte;Aulenbacher;2022-01-12
85428351;0000-0003-2281-1237;Brigitte;Aulenbacher;2020-12-17
91210252;0000-0003-2281-1237;Brigitte;Aulenbacher;2021-03-25
106159850;0000-0003-2281-1237;Brigitte;Aulenbacher;2022-01-12
106159821;0000-0003-2281-1237;Brigitte;Aulenbacher;2022-01-12
85428406;0000-0003-2281-1237;Brigitte;Aulenbacher;2020-12-17
85427882;0000-0003-2281-1237;Brigitte;Aulenbacher;2020-12-17
106158467;0000-0003-2281-1237;Brigitte;Aulenbacher;2022-01-12
91210199;0000-0003-2281-1237;Brigitte;Aulenbacher;2021-03-25
91210486;0000-0003-2281-1237;Brigitte;Aulenbacher;2021-03-25
106157998;0000-0003-2281-1237;Brigitte;Aulenbacher;2022-01-12
118098854;0000-0003-2281-1237;Brigitte;Aulenbacher;2022-08-30
106161699;0000-0003-2281-1237;Brigitte;Aulenbacher;2022-01-12
106159647;0000-0003-2281-1237;Brigitte;Aulenbacher;2022-01-12
106157664;0000-0003-2281-1237;Brigitte;Aulenbacher;2022-01-12
91210634;0000-0003-2281-1237;Brigitte;Aulenbacher;2021-03-25
106158496;0000-0003-2281-1237;Brigitte;Aulenbacher;2022-01-12
106159249;0000-0003-2281-1237;Brigitte;Aulenbacher;2022-01-12
91210436;0000-0003-2281-1237;Brigitte;Aulenbacher;2021-03-25
106160238;0000-0003-2281-1237;Brigitte;Aulenbacher;2022-01-12
91209845;0000-0003-2281-1237;Brigitte;Aulenbacher;2021-03-25
106160045;0000-0003-2281-1237;Brigitte;Aulenbacher;2022-01-12
91209358;0000-0003-2281-1237;Brigitte;Aulenbacher;2021-03-25
106160073;0000-0003-2281-1237;Brigitte;Aulenbacher;2022-01-12
85428255;0000-0003-2281-1237;Brigitte;Aulenbacher;2020-12-17
85428639;0000-0003-2281-1237;Brigitte;Aulenbacher;2020-12-17
85426371;0000-0003-2281-1237;Brigitte;Aulenbacher;2020-12-17
66157006;0000-0003-2281-1237;Brigitte;Aulenbacher;2019-12-17
66157196;0000-0003-2281-1237;Brigitte;Aulenbacher;2019-12-17
72884700;0000-0003-2281-1237;Brigitte;Aulenbacher;2020-04-27
85428559;0000-0003-2281-1237;Brigitte;Aulenbacher;2020-12-17
85428704;0000-0003-2281-1237;Brigitte;Aulenbacher;2020-12-17
66156938;0000-0003-2281-1237;Brigitte;Aulenbacher;2019-12-17
66164342;0000-0003-2281-1237;Brigitte;Aulenbacher;2019-12-17
66164079;0000-0003-2281-1237;Brigitte;Aulenbacher;2019-12-17
66163945;0000-0003-2281-1237;Brigitte;Aulenbacher;2019-12-17
66162391;0000-0003-2281-1237;Brigitte;Aulenbacher;2019-12-17
66214339;0000-0003-2281-1237;Brigitte;Aulenbacher;2019-12-18
66163251;0000-0003-2281-1237;Brigitte;Aulenbacher;2019-12-17
66163355;0000-0003-2281-1237;Brigitte;Aulenbacher;2019-12-17
66157316;0000-0003-2281-1237;Brigitte;Aulenbacher;2019-12-17
66161788;0000-0003-2281-1237;Brigitte;Aulenbacher;2019-12-17
66157757;0000-0003-2281-1237;Brigitte;Aulenbacher;2019-12-17
66156599;0000-0003-2281-1237;Brigitte;Aulenbacher;2019-12-17
66162753;0000-0003-2281-1237;Brigitte;Aulenbacher;2019-12-17
72883648;0000-0003-2281-1237;Brigitte;Aulenbacher;2020-04-27
66163285;0000-0003-2281-1237;Brigitte;Aulenbacher;2019-12-17
66162984;0000-0003-2281-1237;Brigitte;Aulenbacher;2019-12-17
66163301;0000-0003-2281-1237;Brigitte;Aulenbacher;2019-12-17
66158217;0000-0003-2281-1237;Brigitte;Aulenbacher;2019-12-17
66164014;0000-0003-2281-1237;Brigitte;Aulenbacher;2019-12-17
66162801;0000-0003-2281-1237;Brigitte;Aulenbacher;2019-12-17
66157597;0000-0003-2281-1237;Brigitte;Aulenbacher;2019-12-17
66157935;0000-0003-2281-1237;Brigitte;Aulenbacher;2019-12-17
66163897;0000-0003-2281-1237;Brigitte;Aulenbacher;2019-12-17
66162205;0000-0003-2281-1237;Brigitte;Aulenbacher;2019-12-17
66163097;0000-0003-2281-1237;Brigitte;Aulenbacher;2019-12-17
66164300;0000-0003-2281-1237;Brigitte;Aulenbacher;2019-12-17
66162450;0000-0003-2281-1237;Brigitte;Aulenbacher;2019-12-17
66164322;0000-0003-2281-1237;Brigitte;Aulenbacher;2019-12-17
45612259;0000-0003-2281-1237;Brigitte;Aulenbacher;2018-06-12
45612249;0000-0003-2281-1237;Brigitte;Aulenbacher;2018-06-12
40743251;0000-0003-2281-1237;Brigitte;Aulenbacher;2018-01-19
66214481;0000-0003-2281-1237;Brigitte;Aulenbacher;2019-12-18
66214416;0000-0003-2281-1237;Brigitte;Aulenbacher;2019-12-18
45612015;0000-0003-2281-1237;Brigitte;Aulenbacher;2018-06-12
66214894;0000-0003-2281-1237;Brigitte;Aulenbacher;2019-12-18
66214980;0000-0003-2281-1237;Brigitte;Aulenbacher;2019-12-18
45611416;0000-0003-2281-1237;Brigitte;Aulenbacher;2018-06-12
45612066;0000-0003-2281-1237;Brigitte;Aulenbacher;2018-06-12
40743011;0000-0003-2281-1237;Brigitte;Aulenbacher;2018-01-19
66158305;0000-0003-2281-1237;Brigitte;Aulenbacher;2019-12-17
45612086;0000-0003-2281-1237;Brigitte;Aulenbacher;2018-06-12
45611714;0000-0003-2281-1237;Brigitte;Aulenbacher;2018-06-12
45612098;0000-0003-2281-1237;Brigitte;Aulenbacher;2018-06-12
45612051;0000-0003-2281-1237;Brigitte;Aulenbacher;2018-06-12
40743275;0000-0003-2281-1237;Brigitte;Aulenbacher;2018-01-19
72885411;0000-0003-2281-1237;Brigitte;Aulenbacher;2020-04-27
45611582;0000-0003-2281-1237;Brigitte;Aulenbacher;2018-06-12
45612157;0000-0003-2281-1237;Brigitte;Aulenbacher;2018-06-12
45612059;0000-0003-2281-1237;Brigitte;Aulenbacher;2018-06-12
40743067;0000-0003-2281-1237;Brigitte;Aulenbacher;2018-01-19
32493456;0000-0003-2281-1237;Brigitte;Aulenbacher;2017-05-08
40743222;0000-0003-2281-1237;Brigitte;Aulenbacher;2018-01-19
72885386;0000-0003-2281-1237;Brigitte;Aulenbacher;2020-04-27
45612151;0000-0003-2281-1237;Brigitte;Aulenbacher;2018-06-12
72884784;0000-0003-2281-1237;Brigitte;Aulenbacher;2020-04-27
45612141;0000-0003-2281-1237;Brigitte;Aulenbacher;2018-06-12
66214849;0000-0003-2281-1237;Brigitte;Aulenbacher;2019-12-18
45612265;0000-0003-2281-1237;Brigitte;Aulenbacher;2018-06-12
45612114;0000-0003-2281-1237;Brigitte;Aulenbacher;2018-06-12
45612212;0000-0003-2281-1237;Brigitte;Aulenbacher;2018-06-12
32492903;0000-0003-2281-1237;Brigitte;Aulenbacher;2017-05-08
40743546;0000-0003-2281-1237;Brigitte;Aulenbacher;2018-01-19
72885623;0000-0003-2281-1237;Brigitte;Aulenbacher;2020-04-27
40743499;0000-0003-2281-1237;Brigitte;Aulenbacher;2018-01-19
32497155;0000-0003-2281-1237;Brigitte;Aulenbacher;2017-05-08
32493715;0000-0003-2281-1237;Brigitte;Aulenbacher;2017-05-08
40743491;0000-0003-2281-1237;Brigitte;Aulenbacher;2018-01-19
32495984;0000-0003-2281-1237;Brigitte;Aulenbacher;2017-05-08
45610490;0000-0003-2281-1237;Brigitte;Aulenbacher;2018-06-12
32493779;0000-0003-2281-1237;Brigitte;Aulenbacher;2017-05-08
32497482;0000-0003-2281-1237;Brigitte;Aulenbacher;2017-05-08
40743687;0000-0003-2281-1237;Brigitte;Aulenbacher;2018-01-19
32497524;0000-0003-2281-1237;Brigitte;Aulenbacher;2017-05-08
32493315;0000-0003-2281-1237;Brigitte;Aulenbacher;2017-05-08
45612236;0000-0003-2281-1237;Brigitte;Aulenbacher;2018-06-12
40743506;0000-0003-2281-1237;Brigitte;Aulenbacher;2018-01-19
40743535;0000-0003-2281-1237;Brigitte;Aulenbacher;2018-01-19
40743711;0000-0003-2281-1237;Brigitte;Aulenbacher;2018-01-19
32497688;0000-0003-2281-1237;Brigitte;Aulenbacher;2017-05-08
32497732;0000-0003-2281-1237;Brigitte;Aulenbacher;2017-05-08
32495791;0000-0003-2281-1237;Brigitte;Aulenbacher;2017-05-08
32497653;0000-0003-2281-1237;Brigitte;Aulenbacher;2017-05-08
40743436;0000-0003-2281-1237;Brigitte;Aulenbacher;2018-01-19
72885724;0000-0003-2281-1237;Brigitte;Aulenbacher;2020-04-27
32499468;0000-0003-2281-1237;Brigitte;Aulenbacher;2017-05-08
32494005;0000-0003-2281-1237;Brigitte;Aulenbacher;2017-05-08
32496394;0000-0003-2281-1237;Brigitte;Aulenbacher;2017-05-08
23095239;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
72885784;0000-0003-2281-1237;Brigitte;Aulenbacher;2020-04-27
32496212;0000-0003-2281-1237;Brigitte;Aulenbacher;2017-05-08
72885667;0000-0003-2281-1237;Brigitte;Aulenbacher;2020-04-27
32493825;0000-0003-2281-1237;Brigitte;Aulenbacher;2017-05-08
32494056;0000-0003-2281-1237;Brigitte;Aulenbacher;2017-05-08
32498956;0000-0003-2281-1237;Brigitte;Aulenbacher;2017-05-08
32499016;0000-0003-2281-1237;Brigitte;Aulenbacher;2017-05-08
23088262;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23095329;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23092031;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23088112;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23094064;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23109819;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23092655;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23109891;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23092143;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23094045;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23094102;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23094030;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23114415;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23095320;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23110012;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23090040;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23089913;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23093085;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23110209;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23089612;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23092664;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23092224;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23113379;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23089575;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23095470;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23113247;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23095395;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23095660;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23095583;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23094684;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23094635;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23095449;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23088970;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23110281;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23092704;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23092498;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23110290;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23089095;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23089632;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23089779;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23090057;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23108472;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23090076;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23095718;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23108456;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23092244;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23092769;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23090125;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23090387;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23092551;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23095725;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23092736;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23095802;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23093087;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23090088;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23090081;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23090391;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23110784;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23090589;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23110402;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23090404;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23108673;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23090430;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23092562;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23090421;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23108686;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23090472;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23090614;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23090604;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23108676;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23108669;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23108656;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23108481;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23090422;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23090567;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23108688;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23090735;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23108778;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23108776;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23108780;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23090667;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23108771;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23090698;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23108721;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23108775;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23093094;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23090721;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23092611;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23090805;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23109500;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23090976;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23092796;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23090748;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23109520;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23092307;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23108793;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23108789;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23109507;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23109519;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23092301;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23109449;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23092564;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23090791;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23092043;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23109506;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23090979;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23109522;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23090958;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23090787;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23091120;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23090972;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23092389;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23091176;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23091226;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23092373;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23110837;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23109540;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23109568;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23091228;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23109536;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23092824;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23091236;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23091239;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23091266;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23092626;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23109730;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23109717;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23092402;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23111218;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23111234;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23109734;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23092843;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23091278;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23111209;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23111232;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23093564;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23091347;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23111184;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23092852;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23092408;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23093630;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23093601;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23092411;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23111282;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23111272;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23092123;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23093733;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23091386;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23111244;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23091526;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23091414;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23111298;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23091605;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23112206;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23112221;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23091645;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23091658;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23091667;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23091748;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23112422;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23091789;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23092635;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
23112785;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-24
23091794;0000-0003-2281-1237;Brigitte;Aulenbacher;2016-03-23
